appid,genres
304410,"Casual, Indie, Strategy"
942930,nan
204880,"Action, Indie, Simulation, Strategy"
12710,RPG
1264970,"Early Access, Indie, Strategy"
2233790,"Adventure, Indie, RPG, Strategy"
615530,"Adventure, Casual, Indie"
2422090,"Casual, Indie"
536040,"Action, Indie, RPG"
1451940,"Adventure, Indie"
681660,nan
265550,Action
443580,nan
529110,"Adventure, Free-to-Play, Indie"
473770,"Action, Indie, Racing"
701930,"Adventure, Casual, Indie, Simulation"
622650,"Action, Adventure, Indie, Strategy"
1451090,"RPG, Simulation"
293260,"Free-to-Play, RPG, Strategy"
1025440,Strategy
1604000,"Casual, Indie"
525780,"Action, Adventure, Free-to-Play, Indie"
530900,nan
1922560,"Action, Casual, Strategy"
1282270,"Action, Free-to-Play, MMO"
683900,"Simulation, Strategy"
208090,nan
1996430,"Casual, Indie, Strategy"
552970,"Action, Adventure, Indie"
868360,"Indie, Simulation, Strategy"
562220,"Casual, Indie"
339800,"Indie, RPG, Simulation, Strategy"
1580520,"Casual, Indie, RPG, Strategy"
1153700,"Action, Free-to-Play, MMO, RPG"
2107670,"Action, Early Access"
948640,RPG
421040,"Casual, Indie, Simulation"
936190,RPG
2955300,"Casual, Free-to-Play, RPG"
370780,"Adventure, Casual, Indie, RPG"
1189800,Action
976800,nan
346120,"Action, Free-to-Play, Indie, MMO"
650760,"Adventure, RPG, Strategy"
351290,"Action, Adventure, Indie, MMO, Simulation"
802870,Adventure
337730,"Action, Casual, Indie"
391000,"Adventure, Casual, Indie, Simulation, Strategy"
1302240,"Action, Adventure, Indie"
268340,"Action, Adventure, Indie, RPG"
260230,Adventure
1815780,"Action, Adventure, Free-to-Play, Racing, Sports"
1113120,"Indie, Simulation, Strategy"
596650,nan
1206560,"Early Access, Indie, Simulation"
392950,"Adventure, Casual, Free-to-Play"
780310,"Action, Adventure, Indie, RPG, Simulation, Strategy"
266310,Software & Tools
285070,nan
2402710,"Early Access, Free-to-Play, Indie, Strategy"
1286220,"Action, Early Access, Simulation, Strategy"
244910,"Adventure, Indie"
1812390,"Action, RPG"
275490,"Action, Casual, Indie"
217980,nan
690040,"Action, Indie"
290040,"Action, Adventure, Indie"
8140,"Action, Adventure"
568320,"Casual, Indie, Strategy"
833360,"Action, Indie, RPG"
1284820,"Casual, Indie, Simulation"
445980,"Action, Adventure, Indie"
936180,RPG
1588010,"RPG, Simulation, Sports"
362490,"Action, Adventure, Early Access, Indie, RPG, Simulation"
1630,Strategy
707030,"Action, Adventure"
1371720,"Adventure, Indie, Simulation"
1244460,"Simulation, Strategy"
2362300,Simulation
9930,nan
442110,nan
47780,"Action, Adventure"
4570,Strategy
1674890,"Adventure, Casual, Indie, RPG, Simulation, Strategy"
70210,nan
361280,"Indie, Simulation, Strategy"
1105670,"Action, Indie, RPG, Strategy"
683320,"Adventure, Indie"
259550,"Adventure, Casual, Indie, RPG"
973760,"Adventure, RPG"
57690,"Simulation, Strategy"
264380,Indie
552700,RPG
356570,"Action, Indie, Strategy"
214510,"Action, Adventure"
247120,nan
638230,"Adventure, Indie"
286440,nan
1268750,"Action, Indie"
1888930,"Action, Adventure"
1012110,"Action, Early Access"
30,Action
1986010,"Adventure, Indie, RPG"
1137320,"Early Access, Indie, Simulation, Strategy"
1289810,"Indie, RPG, Strategy"
1677740,"Action, Casual, Free-to-Play, Indie, MMO"
41070,"Action, Indie"
2378620,"Action, Adventure, Indie"
2239150,"Action, Indie, Strategy"
907650,"Simulation, Strategy"
605740,"Action, Indie, MMO, RPG, Simulation"
1291340,"Casual, Indie, Simulation"
773951,"Action, Indie, RPG, Strategy"
12150,Action
452060,"Action, Adventure, Indie"
1545560,"RPG, Strategy"
1494260,"Action, Adventure, Indie, RPG, Strategy"
553260,Strategy
794600,"Action, Free-to-Play"
733070,"Casual, Indie, Strategy"
1075190,Strategy
931650,"Adventure, Free-to-Play, RPG, Strategy"
528230,"Action, Indie"
1590910,"Action, Indie"
1222140,"Action, Adventure"
587260,RPG
921590,"Action, Free-to-Play"
1232420,"Action, Adventure, Casual, Free-to-Play, MMO, RPG, Strategy"
1198090,RPG
285310,"Simulation, Strategy"
21000,"Action, Adventure"
1343670,"Casual, Indie, Simulation"
597840,Software & Tools
1150640,Simulation
262120,"Action, Casual, Indie, Simulation, Strategy"
370550,"Action, Adventure, Casual, Indie"
645630,"Racing, Simulation"
1475810,Action
42960,Strategy
528740,"Free-to-Play, MMO, Simulation, Strategy"
1173820,RPG
600750,"Adventure, Free-to-Play, RPG, Strategy"
1554790,"Casual, Free-to-Play, Indie"
274170,"Action, Indie"
223670,nan
359610,"Action, Adventure"
840800,"Action, Adventure, Casual, Early Access, Indie, MMO, RPG, Strategy"
203350,"RPG, Strategy"
1943950,"Early Access, Indie"
1273400,"Casual, Simulation"
312840,"Adventure, RPG"
950740,"Indie, Simulation, Strategy"
438640,"Action, Adventure"
1811990,"Indie, Strategy"
237890,"Adventure, RPG, Strategy"
292370,nan
465760,"Action, Adventure, Indie"
237310,nan
33910,"Action, Simulation, Strategy"
1235110,"Indie, RPG, Simulation"
327030,"Action, Strategy"
312920,Sports
1169740,"Action, Indie"
487370,"Casual, Indie"
1367020,nan
35720,"Action, Adventure, Indie"
4550,nan
946090,nan
41010,nan
226860,Strategy
712100,"Action, Strategy"
1377380,"Action, Adventure, Indie, RPG, Simulation"
2276930,"Casual, Simulation"
364110,nan
1687940,"Adventure, Early Access, Indie, RPG, Strategy"
219780,RPG
473690,"Action, Adventure, Indie"
427480,Strategy
351860,Strategy
597170,"Action, Indie"
1971650,RPG
1337520,Action
223100,"Action, Adventure"
1774580,"Action, Adventure"
2231450,"Action, Indie"
31280,"Casual, Sports"
353550,"Adventure, Indie"
405310,"Action, Adventure"
2479810,"Action, Adventure, Early Access, MMO"
404790,Software & Tools
2679460,"Action, Adventure, RPG"
338130,Strategy
755980,"Action, Adventure, Casual, Indie, MMO, Racing, Sports, Strategy"
9480,Action
230230,"Adventure, Indie, RPG, Strategy"
25830,Strategy
738530,Action
12200,"Action, Adventure"
908100,"Casual, Indie, Simulation"
457330,"Early Access, Free-to-Play, Racing, Simulation, Sports"
1017060,Software & Tools
402560,"Casual, Free-to-Play, Indie, RPG, Simulation, Strategy"
544750,Action
541300,"Action, Adventure, Early Access, Indie, MMO, Simulation"
374040,"Action, Adventure, RPG"
571530,"Action, RPG"
1037590,Action
1016960,"Action, Adventure, RPG"
774511,"Action, RPG, Strategy"
1399840,"Action, Adventure, RPG"
496810,Action
1413480,RPG
402130,Racing
222420,Action
312780,"Action, Adventure"
622220,Action
250760,"Action, Adventure, Indie"
740130,"Action, RPG"
24850,nan
803600,"RPG, Strategy"
1162750,"Early Access, Indie, Simulation, Strategy"
1954420,nan
234630,"Racing, Simulation, Sports"
362960,"Adventure, RPG"
389980,"Early Access, Software & Tools"
468920,"Casual, Simulation, Sports"
1092790,"Adventure, Indie, Strategy"
341800,Indie
438680,"Casual, Indie, Strategy"
800270,Strategy
2719290,"Adventure, Indie"
1282590,Simulation
304650,"Adventure, Indie, RPG"
553420,"Action, Adventure, RPG"
1191840,"Casual, Indie, Strategy"
1418800,Software & Tools
407620,nan
714070,"Action, Free-to-Play"
1881420,Strategy
3900,Strategy
1816570,"Indie, RPG"
314790,"Adventure, Indie"
256410,"Free-to-Play, Strategy"
338170,"Action, Indie"
221910,"Adventure, Indie"
1444480,"Early Access, Simulation"
736820,"Simulation, Strategy"
992300,"Action, Adventure, Indie, RPG"
2067920,"Action, Casual, Early Access, RPG, Strategy"
252870,"Action, Adventure, Indie, RPG, Simulation"
1546570,RPG
221540,"Indie, Strategy"
408760,"Simulation, Sports"
1805480,"Action, Adventure"
1669980,"Indie, RPG, Simulation"
2194530,"Indie, RPG, Simulation"
1543030,"Action, Adventure, RPG"
799600,"Early Access, Simulation, Strategy"
705120,nan
658260,RPG
451880,nan
1595290,nan
201870,"Action, Adventure"
391040,"Racing, Simulation, Sports"
1108370,"Casual, Indie, Simulation, Strategy"
950100,nan
562540,nan
1332010,"Adventure, Indie"
248610,"Action, Indie, Simulation, Strategy"
883970,"Casual, Simulation, Strategy"
552280,nan
582270,"Casual, Indie, RPG, Simulation"
205610,"Action, Simulation, Strategy"
1201540,"Adventure, Indie, RPG, Strategy"
301610,Software & Tools
399810,"Adventure, RPG"
1238000,"Action, RPG"
382560,"Action, Adventure, Indie, Racing"
1286580,"Action, Indie"
644540,nan
214490,Action
432350,"Adventure, RPG, Strategy"
547680,"Casual, Early Access, Free-to-Play, Indie, RPG, Simulation, Strategy"
354380,"Action, Adventure"
1073440,nan
1293820,Adventure
1416260,"Free-to-Play, RPG, Strategy"
738510,Adventure
2095190,Software & Tools
1255630,"Simulation, Sports"
359600,"Action, Adventure"
793370,"Adventure, Casual, Indie"
656240,"Action, Adventure, Indie, RPG, Simulation"
1358750,nan
851800,nan
403040,Software & Tools
753640,"Action, Adventure"
2229850,"Action, Strategy"
488860,"Action, Indie"
1016120,"Simulation, Sports"
63380,Action
1290000,"Casual, Indie, Simulation"
201310,"Action, Simulation"
747610,"Action, Free-to-Play, MMO"
371570,"Action, Adventure, Casual, Indie, RPG"
286570,"Racing, Sports"
1509510,"Simulation, Strategy"
1451190,"Action, Simulation, Sports"
1944790,Simulation
1284190,Adventure
527290,RPG
1392820,"Adventure, Indie"
1942660,"Simulation, Sports"
413420,Adventure
551730,Action
633460,"Action, Indie, MMO, Simulation, Strategy"
698640,"Indie, RPG, Strategy"
73170,Strategy
24740,Racing
487430,"Casual, Indie"
606230,"Indie, RPG, Strategy"
255220,"Racing, Sports"
3560,"Casual, Strategy"
265590,Strategy
215080,"Action, Adventure, Casual, Free-to-Play, Indie, MMO, RPG, Strategy"
1503790,"Action, Early Access, Free-to-Play, Indie, RPG"
882790,nan
1271100,"Action, Adventure"
663090,"Free-to-Play, MMO, RPG"
822240,"Adventure, MMO, Simulation"
515180,Simulation
1983710,"Casual, Indie, RPG, Simulation, Strategy"
2330750,"Adventure, RPG"
40390,RPG
1029690,"Action, Adventure"
15100,"Action, Adventure"
1236300,Action
206210,"Action, Free-to-Play"
1591530,Action
1714040,"Free-to-Play, Strategy"
20540,Strategy
1611410,"Casual, Simulation"
35700,"Action, Adventure, Indie"
3247080,"Free-to-Play, RPG"
617160,nan
1044200,nan
567630,"Action, Free-to-Play, MMO, Strategy"
443110,"Action, Free-to-Play, MMO, Simulation, Strategy"
1258780,"Casual, Free-to-Play, RPG, Strategy"
620080,Adventure
2591280,"Simulation, Strategy"
1537830,"Action, Adventure, Casual, Free-to-Play, Racing, Simulation, Sports"
748490,RPG
2007530,"Action, Casual, Early Access, Indie"
579010,nan
1702330,"Adventure, RPG, Simulation"
2273430,"Action, Adventure, Indie"
1295510,"Adventure, RPG"
368260,"RPG, Strategy"
539660,"Adventure, Casual"
58610,"Indie, Simulation, Strategy"
579180,"Action, RPG"
16700,Strategy
1388880,"Casual, Indie"
871420,"Action, Adventure, Indie, RPG"
21970,nan
230070,"Indie, RPG"
391720,"Adventure, Indie"
3170,"RPG, Strategy"
764050,"Action, Adventure, Free-to-Play, Indie, MMO, Simulation, Strategy"
1044720,"Early Access, Indie, Simulation, Strategy"
314650,"Casual, Early Access, Indie, Simulation"
1269950,"Adventure, Casual, Indie, RPG, Simulation"
718670,"Indie, RPG, Simulation"
745850,"Casual, Indie"
953880,Indie
555950,Action
464490,"Adventure, Casual"
1088850,"Action, Adventure"
1421250,"Adventure, Early Access, Indie"
562500,"Indie, Strategy"
921800,"Adventure, Indie, RPG, Strategy"
227060,"Indie, RPG, Simulation, Strategy"
2221920,"Action, Adventure, RPG"
1419170,"Free-to-Play, Simulation"
2230980,RPG
441870,"Casual, Indie, Racing"
1963040,"Adventure, Indie, RPG, Simulation, Strategy"
364210,"Adventure, Casual, Indie, Strategy"
496350,Adventure
78000,"Casual, Strategy"
1174460,"Casual, Indie, Simulation, Sports, Strategy"
1900930,nan
1041920,"Casual, Indie"
589360,"Adventure, RPG"
23490,"Simulation, Strategy"
1689500,"Simulation, Strategy"
2820,"Action, Simulation, Strategy"
253880,Strategy
1363080,"Early Access, Simulation, Strategy"
1858630,"Action, Casual, RPG"
1066110,Software & Tools
927310,nan
1072480,"Action, Adventure, Casual, MMO, Simulation, Sports, Strategy"
2698940,Racing
1168470,nan
525480,RPG
1263370,"Action, Adventure, Casual, Indie, RPG, Strategy"
306830,nan
1151440,"Adventure, RPG, Simulation, Strategy"
610180,"Casual, Indie, Strategy"
278210,nan
1583570,"Action, Adventure, Casual, Indie, RPG, Simulation"
1281630,"Simulation, Strategy"
1352080,"Action, Casual, Free-to-Play"
1762550,"Early Access, Software & Tools"
2668510,Action
1088790,"Casual, Indie, Simulation, Strategy"
1556200,Action
345620,"Adventure, Casual"
703860,"Action, Casual, Racing, Simulation, Sports"
616560,"Action, Adventure, Indie, Simulation, Strategy"
2453360,"Action, Casual, Indie, Strategy"
34870,Action
1478220,"Casual, Free-to-Play, Indie"
7660,Strategy
345630,"Action, Adventure, Casual"
707300,Action
559100,"Action, RPG, Strategy"
2355250,Casual
25900,"RPG, Strategy"
635730,nan
1048100,"Action, Adventure, Casual, Indie, MMO, RPG, Simulation"
491540,"Early Access, Simulation"
871720,"Action, Free-to-Play, Indie"
508190,nan
562730,"Action, Adventure, Casual, Indie, Sports, Strategy"
522570,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy"
280,Action
310560,"Racing, Simulation, Sports"
857450,"Adventure, Casual"
630,Action
63910,"RPG, Strategy"
356650,"Action, Adventure, Indie, RPG"
386070,"Action, Indie, Strategy"
2051620,"Action, Free-to-Play, MMO"
648430,"Free-to-Play, Strategy"
567640,Adventure
907320,nan
1588560,"Action, Adventure, MMO, RPG"
452780,nan
1915510,"Early Access, Indie, RPG, Strategy"
1461920,RPG
1105510,"Action, Adventure"
349700,nan
742120,RPG
733460,"Action, Indie, RPG, Simulation, Strategy"
770810,"Casual, Indie, Simulation"
2057550,"Action, Adventure, Indie, RPG"
1515230,nan
1415410,nan
625340,"Action, Adventure, Free-to-Play, Indie, MMO, Simulation, Strategy"
555000,"Action, Early Access"
480650,Simulation
1457520,RPG
331600,Action
1637320,"Action, Adventure, Indie, Simulation"
2732490,nan
1501750,"Action, Adventure, RPG"
1859910,"Adventure, Indie, RPG, Strategy"
1502380,"Simulation, Strategy"
322130,Adventure
21100,Action
2849080,"Indie, Strategy"
1121710,nan
267530,"Action, Adventure"
301910,Action
899440,Action
1282940,nan
510510,"Simulation, Sports"
521890,"Adventure, Indie, Strategy"
12360,Racing
267550,nan
212480,"Racing, Sports"
2013240,"Casual, Indie, RPG, Simulation, Strategy"
1168660,"Casual, Indie, Racing, Simulation, Sports"
2239550,"Action, Adventure"
2411910,"Casual, Indie, RPG, Strategy"
822760,"Adventure, Casual, Simulation"
293540,"Action, Free-to-Play, Indie, MMO, RPG"
553520,Simulation
12810,RPG
2215430,"Action, Adventure"
1275640,"Casual, Free-to-Play, Indie"
601050,Action
1836160,"Adventure, Indie, MMO, Simulation"
1056960,Action
90530,nan
699170,"Indie, RPG, Strategy"
257400,Software & Tools
961200,"Action, Free-to-Play, Strategy"
1432860,"Adventure, Casual, Indie, RPG, Simulation"
777130,"Casual, Free-to-Play, Indie, Simulation"
870780,"Action, Adventure"
214170,RPG
527270,nan
843660,"Casual, Free-to-Play, Indie, Simulation, Strategy"
1827980,"Casual, Free-to-Play, Indie, Simulation, Strategy"
231060,nan
15170,Strategy
34440,Strategy
860890,"Indie, Simulation, Strategy"
2962300,"Adventure, Free-to-Play, MMO, RPG"
466500,Indie
1812450,"Action, Early Access, RPG, Simulation, Strategy"
213670,"Action, Adventure, RPG"
1016600,"Action, Adventure, Indie"
495480,Software & Tools
606150,"Action, Adventure, Indie"
746850,"Adventure, Indie, RPG"
343360,"Casual, Indie, Strategy"
34270,nan
301750,"Action, Adventure, Casual, Indie, Simulation, Strategy"
1331550,"Early Access, Indie, Simulation"
1109680,"Indie, Simulation, Strategy"
239220,nan
709920,Indie
1522820,"Action, Adventure, Indie, Strategy"
658850,"Indie, Simulation, Strategy"
238370,"Action, Adventure"
790600,nan
233130,"Action, Adventure"
1201230,"Action, Adventure, Casual, RPG, Simulation"
960420,"Action, Adventure"
575780,nan
454120,"Action, Early Access, MMO, Simulation"
4850,Strategy
415960,"Casual, Indie"
436180,"Action, Adventure, Casual, Free-to-Play, Indie, MMO, Movie, Strategy"
300570,"Indie, Simulation"
1607130,nan
898920,Strategy
297020,"Action, Casual, Indie, Strategy"
814200,Adventure
702150,nan
628950,"Adventure, Casual, Indie"
538680,RPG
505230,"Adventure, Indie, RPG"
418030,"Action, Early Access"
681820,nan
837470,"Action, Indie"
671440,"Indie, Simulation, Strategy"
1627720,"Action, Adventure, RPG"
1518430,"Adventure, RPG, Strategy"
201810,Action
1013310,nan
332310,Adventure
1536070,RPG
1536080,RPG
233980,"Action, Indie, RPG"
756590,RPG
835860,"Action, MMO"
556820,nan
829590,"Action, Adventure, Indie, MMO, RPG, Simulation, Strategy"
2248760,"Indie, Simulation"
2401970,Adventure
1295500,Strategy
987840,"RPG, Strategy"
2096600,Action
746580,"Action, Indie"
2244130,"Adventure, Casual, Early Access, Indie, Simulation, Strategy"
221430,nan
562810,Casual
1241100,"Action, Early Access, Free-to-Play, Indie, MMO"
692890,"Action, Indie"
288060,"Adventure, Indie"
495280,RPG
1055010,Software & Tools
2059170,"Early Access, Indie, RPG, Simulation, Strategy"
939960,"Action, Adventure"
741260,"Casual, Indie, Simulation, Strategy"
411300,"Action, Adventure, RPG"
378720,"Indie, RPG, Strategy"
879160,"Action, Free-to-Play, MMO"
438490,"Action, RPG"
2423620,"Casual, Indie, Strategy"
409560,"Action, Adventure, Indie, Simulation"
1252780,"Action, Free-to-Play, Strategy"
2196790,"Action, Adventure, Casual, Indie, RPG, Strategy"
217200,Strategy
963690,nan
223830,"Indie, Simulation, Strategy"
1004240,"Casual, Indie, RPG, Simulation"
42640,Racing
652810,nan
1084160,"Action, Strategy"
271290,nan
527760,"Casual, Indie"
585020,"Casual, Indie, Strategy"
1622910,Action
617670,"Casual, Indie"
1426440,"Action, Casual, Free-to-Play"
1961950,Adventure
2084000,"Indie, RPG, Strategy"
485390,"Indie, RPG"
555670,nan
614950,"Action, Indie"
1212620,"Casual, Indie, RPG, Simulation"
578330,Action
519190,nan
405900,RPG
369030,nan
2180340,"Action, Indie, RPG"
698540,"Indie, Strategy"
603390,"Adventure, Casual, Indie, RPG"
572410,"Action, Simulation, Strategy"
912170,Software & Tools
458710,Strategy
2027330,"Action, Casual, Indie, Simulation"
944020,"Adventure, Casual, Indie"
1496250,"Adventure, RPG, Strategy"
1996210,"Casual, Indie, RPG, Simulation"
1372810,"Indie, Simulation, Sports"
1619750,"RPG, Simulation, Strategy"
520440,Action
601430,"Action, Adventure"
3035500,"Early Access, Indie, Simulation, Strategy"
1371980,"Action, Adventure, Early Access, RPG"
201510,Racing
454510,nan
1732740,"Casual, Indie, RPG, Simulation"
1223870,"Casual, Indie, RPG, Simulation"
1424800,nan
368070,Action
466170,"Casual, Free-to-Play, Indie, Simulation, Strategy"
302270,nan
530070,Simulation
641990,"Indie, Simulation, Strategy"
12180,Action
532210,Adventure
774801,"Action, Adventure, Casual, Early Access, Indie"
2058190,"Action, Adventure"
39160,nan
1051310,nan
300080,nan
969760,"Action, Adventure, Casual, Indie"
250870,Sports
677620,"Action, Free-to-Play, Indie"
453090,"Casual, Indie, Simulation, Strategy"
322950,"Casual, Indie, Simulation, Sports, Strategy"
1464930,"Casual, Indie"
534820,nan
1949770,"Casual, Indie, Simulation"
952060,Action
759940,nan
266130,"Action, RPG, Simulation, Strategy"
2490910,"RPG, Strategy"
1393350,nan
2053940,"Casual, Indie, RPG, Simulation"
2229480,nan
1745310,nan
1657630,"Action, Adventure, Casual, Early Access, Indie, Simulation"
316720,Casual
3122150,"Casual, Indie, Simulation"
251290,RPG
657200,Simulation
505040,Indie
1249800,"Action, Adventure, RPG"
348470,Action
1811950,RPG
1054800,nan
376870,Adventure
1161870,"Adventure, Casual, Indie"
539720,"Casual, Indie, Racing"
202170,"Action, Adventure"
450390,Free-to-Play
450860,"Action, Adventure, Casual, Indie, Simulation"
360,Action
60,Action
1060670,"Casual, Indie"
631830,"Casual, Indie"
294160,nan
550080,nan
2140020,"Simulation, Strategy"
1202540,"Adventure, Casual, Simulation"
1128920,"Action, Adventure, RPG, Simulation"
516600,Indie
1437840,"Action, RPG, Simulation, Strategy"
807120,"Indie, RPG, Strategy"
108200,nan
24790,Strategy
1178830,"Action, Indie"
102500,"Action, RPG"
2513240,"Indie, RPG, Strategy"
287680,nan
1185600,"Indie, Strategy"
1194930,"Indie, RPG, Simulation, Strategy"
668550,"Action, Adventure, Indie"
434460,"Action, Indie, Racing, Strategy"
937170,"Adventure, Indie, RPG"
1896700,"Adventure, Simulation"
215710,nan
996580,"Action, Adventure"
1099410,"Action, Simulation, Strategy"
282140,"Action, Adventure, Indie"
1493640,"Action, Adventure, RPG"
107100,"Action, Indie, RPG"
915810,"Action, Indie"
510660,nan
411370,Action
665360,"Casual, Indie, RPG, Simulation"
973600,Software & Tools
1178490,"Adventure, Indie"
1187510,"Casual, Indie, Simulation"
1149620,"Indie, Simulation"
324080,"Action, Adventure, Early Access, Indie, RPG"
17570,"Action, Free-to-Play, Indie"
1753410,nan
1002560,"Adventure, Casual, Indie"
1061910,"Action, Adventure"
1238040,"Action, Adventure, RPG"
229890,"Action, Casual, Indie, Racing"
204080,nan
372360,RPG
410320,Action
585900,"Adventure, Casual, RPG, Simulation"
918570,"Action, Free-to-Play, Indie, Racing"
1964360,nan
1182110,"Casual, Indie, Simulation, Strategy"
433910,"Action, Indie"
740080,"Action, Casual, Indie, Strategy"
1324780,"Action, Indie, Simulation, Strategy"
45740,"Action, Adventure"
502280,Action
410340,"Indie, Racing, Simulation, Sports"
571880,"Adventure, Indie, RPG, Simulation"
245620,"RPG, Simulation, Strategy"
2178330,nan
927890,nan
1031480,Indie
1020820,Software & Tools
819500,nan
1280770,"Action, Free-to-Play, Indie"
1046480,nan
513450,nan
1100990,Action
1949190,"Adventure, Indie, Simulation, Strategy"
611790,"Adventure, Casual, Indie, RPG, Simulation"
1142100,"Action, Sports"
1190000,"Racing, Simulation"
1554260,nan
38400,RPG
427940,"Action, Indie, Simulation, Strategy"
346820,"Action, Casual, Indie, Racing"
277590,"Action, Adventure"
260210,"Action, Adventure"
1419730,"Casual, Indie, Strategy"
1559390,RPG
236890,Software & Tools
239030,"Adventure, Indie"
324680,Strategy
1668540,RPG
599460,"Adventure, Casual, Indie, RPG, Simulation"
34830,Action
1250760,"Adventure, Casual, Indie, RPG"
262770,"Action, Adventure, Indie"
677120,"Action, Indie, RPG"
1641650,"Free-to-Play, Simulation"
1563940,"Action, Adventure, Casual, Free-to-Play, MMO, RPG, Strategy"
1761390,Action
1866880,"Action, Adventure, Indie, RPG"
1007400,"Action, Indie, RPG"
274190,"Action, Adventure, Casual, Indie"
6860,Action
1938010,"Action, Adventure"
991270,RPG
979120,"Casual, Indie, Simulation"
610370,Strategy
1122340,Simulation
1961460,"Action, Early Access, Free-to-Play, Indie"
824280,"Casual, Racing, Sports"
1928500,"Action, Casual, Indie"
793350,"Action, Casual, Indie"
1546990,"Action, Adventure"
339120,"Action, Adventure, Free-to-Play, Indie"
1250650,nan
290140,nan
480430,"Action, Free-to-Play"
285160,"Action, Adventure"
447820,"Action, Indie, Strategy"
591420,"Casual, Indie"
2131650,Action
606280,"Action, Adventure, RPG"
1495320,nan
409870,RPG
2562730,"Action, Casual, Indie, RPG, Strategy"
1083880,nan
609920,"Action, Indie, Racing"
772540,"Action, Adventure, Simulation"
286040,nan
1592190,"Action, Adventure, Simulation"
19900,Action
681830,nan
271760,RPG
1735700,"Adventure, Early Access, Indie, RPG, Simulation, Strategy"
934930,"Racing, Simulation, Sports"
513000,nan
1426450,Strategy
538030,"Early Access, RPG, Simulation, Strategy"
1296610,"Casual, Indie, RPG, Strategy"
1777620,RPG
837610,"Adult Content, Adventure, RPG, Strategy"
338180,nan
1356670,"Action, Indie"
955560,nan
1755830,"Casual, Indie, Strategy"
98800,"Casual, Indie, RPG"
1596310,"Casual, Indie, Simulation, Strategy"
450710,nan
914620,"Action, Adventure, Early Access, Indie, Simulation"
366090,"Action, Adventure, Early Access, Indie, Strategy"
2996570,"Action, Adventure, Free-to-Play, MMO, RPG, Simulation, Strategy"
1671350,"Action, Casual, Indie, RPG, Strategy"
2151580,"Action, Casual, Indie"
318020,"Indie, Strategy"
1337970,"Early Access, Software & Tools"
1546010,"Adventure, Indie, RPG"
40950,"Simulation, Strategy"
12170,nan
274520,"Action, Adventure, Indie, RPG"
480490,"Action, Adventure"
444280,"Casual, Strategy"
1640,Strategy
1289310,"Adventure, Free-to-Play, Indie"
607200,nan
339280,"Action, Free-to-Play, RPG, Strategy"
741140,"Action, Adventure, RPG"
777150,"Early Access, Indie, MMO, RPG, Simulation"
437920,"Casual, Indie"
952420,"Adventure, Casual, Indie"
1544020,"Action, Adventure"
1238730,"Adventure, Casual"
251150,RPG
235320,"Indie, Strategy"
1608070,"Action, RPG"
1206700,nan
1280930,"Action, Adventure, Indie"
1546970,"Action, Adventure"
242820,"Action, Indie"
220160,"Action, Racing"
660160,"Simulation, Strategy"
769550,"Adventure, Casual, Indie"
712840,nan
13520,Action
1119730,Simulation
356310,"Action, Free-to-Play"
230290,"Casual, Early Access, Indie, Simulation"
320430,"Casual, Strategy"
803220,"Action, Free-to-Play, Strategy"
373930,Strategy
228260,"Indie, RPG, Strategy"
7850,nan
3092660,"Free-to-Play, RPG"
375480,"Action, Adventure, Indie, RPG"
427270,"Action, Free-to-Play, Strategy"
694500,"Action, Strategy"
1687670,"Action, Adventure, Free-to-Play, RPG"
232970,"Action, Casual, Indie"
1426050,"Action, Free-to-Play, MMO, RPG"
865360,"Adventure, Casual, Indie"
320300,"Racing, Simulation"
292910,Adventure
667420,nan
1282150,Action
207060,nan
1674470,nan
1267470,"Indie, Strategy"
467960,"Adventure, Casual, Indie, RPG, Simulation, Strategy"
573100,Strategy
1547000,"Action, Adventure"
1069740,"Action, Adventure, Early Access, Indie"
1662840,"Adventure, Casual"
1496790,"Action, Adventure, RPG"
460870,nan
41500,RPG
1732340,RPG
2161440,"Adventure, RPG, Simulation, Strategy"
612880,Action
867210,"Adventure, RPG, Strategy"
371520,"Indie, Simulation, Strategy"
484900,"Indie, Simulation, Strategy"
503560,"Casual, Indie, Simulation, Strategy"
1540150,"Action, Indie"
447120,"Adventure, Indie, RPG"
233840,Strategy
566540,"RPG, Strategy"
368340,"Action, Adventure, Indie, RPG"
21910,Strategy
245550,nan
1348300,nan
1531540,"Simulation, Strategy"
1533390,"Action, Casual"
256290,RPG
6550,Action
1330470,"Action, Adventure, Indie, RPG, Simulation, Sports"
761100,nan
1638390,"RPG, Strategy"
407980,"Casual, Indie"
824580,nan
1076200,"Adventure, Indie, RPG, Strategy"
377680,"Indie, Simulation"
848480,"Action, Casual, Indie, Simulation, Strategy"
342380,"Casual, Indie"
628050,Strategy
2739590,nan
712050,nan
1287840,"RPG, Strategy"
242860,"Action, Indie, MMO, Simulation, Strategy"
2816950,"Adventure, Casual, Early Access, Indie, RPG, Simulation, Strategy"
664620,nan
12320,"Action, RPG"
227180,"Free-to-Play, Indie, MMO, RPG, Simulation, Strategy"
1238060,Action
606800,"Casual, Indie, Simulation, Strategy"
98300,"Action, Casual, Simulation, Strategy"
1055210,"Action, Free-to-Play, Indie"
287980,"Indie, Simulation, Strategy"
530700,nan
2087030,nan
792160,"Adventure, Casual, Strategy"
1580780,"Action, Adventure"
2739990,"Casual, Strategy"
1061100,nan
1340130,"Adventure, Casual"
1233270,Adventure
